SKU,End Customer,Region,Group(MPN),Business Unit,Family,Types,Type,Variable,07/01/2018,07/08/2018,07/15/2018,07/22/2018,07/29/2018,08/05/2018,08/12/2018,08/19/2018,08/26/2018,09/02/2018,09/09/2018,09/16/2018,09/23/2018,09/30/2018,10/07/2018,10/14/2018,10/21/2018,10/28/2018,11/04/2018,11/11/2018,11/18/2018,11/25/2018,12/02/2018,12/09/2018,12/16/2018,12/23/2018,12/30/2018,01/06/2019,01/13/2019,01/20/2019,01/27/2019,02/03/2019,02/10/2019,02/17/2019,02/24/2019,03/03/2019,03/10/2019,03/17/2019,03/24/2019,03/31/2019,04/07/2019,04/14/2019,04/21/2019,04/28/2019,05/05/2019,05/12/2019,05/19/2019,05/26/2019,06/02/2019,06/09/2019,06/16/2019,06/23/2019,06/30/2019,07/07/2019,07/14/2019,07/21/2019,07/28/2019,08/04/2019,08/11/2019,08/18/2019,08/25/2019,09/01/2019,09/08/2019,09/15/2019,09/22/2019,09/29/2019,10/06/2019,10/13/2019,10/20/2019,10/27/2019,11/03/2019,11/10/2019,11/17/2019,11/24/2019,12/01/2019,12/08/2019,12/15/2019,12/22/2019,12/29/2019,01/05/2020,01/12/2020,01/19/2020,01/26/2020,02/02/2020,02/09/2020,02/16/2020,02/23/2020,03/01/2020,03/08/2020,03/15/2020,03/22/2020,03/29/2020,04/05/2020,04/12/2020,04/19/2020,04/26/2020,05/03/2020,05/10/2020,05/17/2020,05/24/2020,05/31/2020,06/07/2020,06/14/2020,06/21/2020,06/28/2020,07/05/2020,07/12/2020,07/19/2020,07/26/2020,08/02/2020,08/09/2020,08/16/2020,08/23/2020,08/30/2020
T124XB-P1-A1,,,T124 VCM TK1,EA,T124,CH,Raw Demand,Demand,15940,8740,9320,22180,22180,22180,23904,23040,34848,55008,58752,60480,48672,61344,62784,59040,75744,60480,44352,41472,24768,7807,42943,53311,70879,70272,53070,35524,39268,39268,43046,43024,79024,97168,75456,131861,78336,60192,60192,48517,56836,108676,108676,93312,81206,29366,34262,46080,68832,68832,105984,64800,60768,73728,31680,41760,33120,38016,55872,61344,69120,70560,64512,76608,58752,56160,63360,54432,73728,69408,67968,64512,60480,48096,39744,24480,24480,39744,49248,49248,64512,79776,79776,98496,89799,80871,72231,53511,31680,43776,48672,48672,48672,14976,,14976,19296,31392,43488,49248,44928,46944,47808,44640,44640,30528,33120,15552,28224,37728,22176,22176,21024,20160

T124XB-P1-A1,,,T124 VCM TK1,EA,T124,CH,Raw Forecast,BUF,24768,22118.4,22132.8,22147.2,22161.6,22176,22392,22608,22824,23040,32428.8,39456,46483.2,53510.4,51148.8,53481.6,47390.4,41299.2,35208,26280,21535.75,16791.5,12047.25,19909.65,32012.3,44114.95,56217.6,56217.6,54547.2,55612.8,56678.4,57744,66368,70212,74056,77900,77743.2,68349.4,58955.6,49561.8,38280.8,52038.6,65796.4,79554.2,93312,79848,61200,42552,23904,35236.8,42710.4,50184,57657.6,48614.4,50140.8,48427.2,46713.6,45000,50544,52920,55296,57672,56073.6,51148.8,46224,41299.2,31564.8,42105.6,43718.4,45331.2,46944,43632,46152,48672,46800,39628.8,35553.6,31478.4,31795.2,31795.2,35294.4,38793.6,42292.8,45792,45144,44496,43848,43200,46627.2,50054.4,53481.6,56908.8,56908.8,42681.6,28454.4,14227.2,,6264,12528,18792,25056,26452.8,27849.6,29246.4,30643.2,30643.2,26870.4,23097.6,19324.8,15552,21528,27504,33480,39456
T124XB-P1-A1,,,T124 VCM TK1,EA,T124,CH,Raw Forecast,JFF,24768,22118.4,22132.8,23397.2,24661.6,25926,27642,26608,25574,24540,32428.8,39456,46483.2,53510.4,51148.8,53481.6,49412.4,45343.2,41274,34368,31494,28620,21853.75,30807.95,42132.15,53456.35,68672.8,68672.8,63888.6,61840.4,59792.2,57744,60118,63962,67806,71650,77743.2,68349.4,58955.6,49561.8,38280.8,43470.35,49559.9,55649.45,61739,56843.25,51047.5,45251.75,39456,38752.2,36661.4,34570.6,32479.8,31092.8,36999.6,47586.4,58173.2,68760,74304,61584,48864,36144,35141,37392.2,39643.4,41894.6,31564.8,37714.85,39327.65,40940.45,42553.25,43632,45669,47706,45834,38662.8,35070.6,31478.4,31795.2,31795.2,35294.4,38793.6,42292.8,45792,45144,44496,43848,43200,39194,35188,31181.999,27175.999,27175.999,20381.999,13588,6794,,6264,12528,18792,25056,24786.402,24516.804,24247.206,23977.608,23977.608,21871.206,19764.804,17658.402,15552,21528,27504,33480,39456
T124XB-P1-A1,,,T124 VCM TK1,EA,T124,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56593,58947,61443,50500,45520,45870,38704,45723,32315,24689,45474,51089,55336,48081,45141,45771,41081,21418,2922,10789,15264,30528,45849,40004,27247,78056,75004,58922,61719,64694,51817,32693,31709,45317,41317,35377,25954,17036,23699,40654,47750,38812,40925,43341,24391,19245,31205,27145,17077,15145,27453,30226,26752,35299,35116,35252
T124XB-P1-A1,,,T124 VCM TK1,EA,T124,CH,Raw Forecast,RollingDemand,15840,8640,100,9216,9216,22176,12960,,10944,23040,23904,31968,34848,28512,29088,32832,48960,26208,26784,34272,18175,7807,7807,607,35743,52704,35136,17568,17856,17956,21334,42624,21312,21712,57312,75456,34272,60192,60192,47851,44064,86202,108666,93312,81216,29376,29366,,18720,46080,63936,43776,42048,42048,18720,31680,12960,10080,20160,27936,35712,33408,33408,37152,31104,39456,27648,16704,35712,37728,38016,31680,29952,32832,30528,15264,,9216,15264,30528,33984,18720,,45792,49248,37440,40320,43200,31680,10080,14976,33696,33696,29952,14976,,,14976,19296,16416,24192,32832,20736,14112,27072,24192,11232,6048,15552,15552,12672,22176,21024,20160
T124XB-P1-A1,,,T124 VCM TK1,EA,T124,CH,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC780XA-P1-A2,,,T186 VCM 3.1 Parker,EA,T186,CH,Raw Demand,Demand,18316,18604,19559,20999,36583,36967,39504,31116,16492,16444,4176,19060,21588,24132,45128,32944,34204,30652,10088,17188,11528,22312,20584,29160,40388,32196,58824,53208,75040,81174,55554,67054,46726,38432,57336,33076,20344,61416,46592,52592,70092,33676,54048,48048,30548,37180,15720,20712,41852,35172,36404,49880,41316,51636,54684,40352,31088,31788,32760,30928,44748,45964,50688,76252,59120,52924,45568,35536,41488,53508,60420,52384,53208,30108,17968,11768,11252,22784,28372,40612,36512,34280,27972,20252,24584,22864,27432,43492,41000,46480,41240,17060,13060,,,,13000,13000,17020,24480,19980,19980,24960,17500,27080,27080,18080,35900,23820,30720,30720,12900,6900,3200
TC780XA-P1-A2,,,T186 VCM 3.1 Parker,EA,T186,CH,Raw Forecast,BUF,15159.2,14652.8,16376.6,19910.4,23444.2,26978,28282,26856,25430,24004,21048.2,19594.8,18141.4,16688,17270.4,22503.8,20276.2,18048.6,15821,11248,11608,11968,15024,16485.2,20474.4,24463.6,25756.8,25756.8,36287.1,39785.4,43283.7,46782,43373.5,36727,30080.5,23434,21827.4,29054.6,36281.8,43509,42072.8,41774.6,38893.4,36012.2,33131,28652,24945,21238,17531,23650,27221.6,30793.2,34364.8,30006.4,35159.8,30762.2,26364.6,21967,21746,25406,29066,32726,31060,34285.6,37511.2,40736.8,39958.4,44763.8,45320.2,45876.6,46433,41430,39419,37408,31005.5,27046.3,24344.1,21641.9,23331.2,23331.2,20531.4,17731.6,14931.8,12132,13926,15720,17514,19308,21713,24118,26523,28928,28928,21696,14464,7232,,2870,5740,8610,11480,14026,16572,19118,21664,21664,22203,22742,23281,23820,20390,16960,13530,10100
TC780XA-P1-A2,,,T186 VCM 3.1 Parker,EA,T186,CH,Raw Forecast,JFF,15159.2,14652.8,16376.6,18660.4,20944.2,23228,23282,23106,22930,22754,21048.2,19594.8,18141.4,16688,17270.4,22503.8,21942.95,21382.1,20821.25,17914.75,19941.332,21967.915,23357.165,25551.865,28607.732,31663.6,35356.8,35356.8,38068.35,39166.65,40264.95,41363.25,43373.5,36727,30080.5,23434,21827.4,32454.6,43081.8,53709,55672.8,48188.6,41907.4,35626.2,29345,28652,24945,21238,17531,23650,29261.6,34873.2,40484.8,38166.4,38068.8,35241.2,32413.6,29586,32576,34876,37176,39476,37810,42185.6,46561.2,50936.8,53558.4,52838.8,50901.45,48964.1,47026.75,45055,44687.75,44320.5,37011.75,36146.3,34894.1,33641.9,39331.2,39331.2,32531.4,25731.6,18931.8,12132,13926,15720,17514,19308,21713,24118,26522.999,28927.999,28927.999,21695.999,14464,7232,,2870,5740,8610,11480,14026,16572,19118,21664,21664,22203,22742,23281,23820,20390,16960,13530,10100
TC780XA-P1-A2,,,T186 VCM 3.1 Parker,EA,T186,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27321,31194,30094,31935,27558,42053,63051,55063,47037,29245,41938,33061,48988,44469,50840,35037,24003,15145,14284,24012,31535,31766,26066,28599,33700,22111,27052,24828,30743,26956,43649,39653,56085,30673,33990,27840,0,0,0,11892,13000,17020,11480,19980,15960,17500,18000,27080,29900,29900,17820,23820,30720,12900,6900,3200
TC780XA-P1-A2,,,T186 VCM 3.1 Parker,EA,T186,CH,Raw Forecast,RollingDemand,16876,17020,8532,12376,22772,28116,25740,25340,14620,14668,1872,2880,2304,16180,19284,10304,25844,24992,8360,5660,8628,11528,9800,10784,10784,18376,29604,13820,23220,45052,45820,45734,28762,25268,36992,13164,20344,34100,26952,41504,52592,28588,28588,35588,30548,25460,11720,15720,15720,8992,26132,26180,24252,29916,36584,32760,23448,12416,19668,25072,25312,27056,22256,34408,52152,41844,35540,17700,32560,27096,42088,39032,44992,28332,16576,6776,4992,12212,21392,24172,19712,24980,27300,13572,18092,15284,22192,19312,37000,33420,51640,27460,32160,27840,,,,13000,13000,17020,11480,19980,15960,17500,18000,27080,29900,29900,17820,23820,30720,12900,6900,3200
TC780XA-P1-A2,,,T186 VCM 3.1 Parker,EA,T186,CH,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC780XA-P2-A2,,,NTG6 VCM3.1 w/ Micron memory,EA,T186,CH,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,123,200,1400,1277,1138,1114,1277,1048,531,1138,975,975,746,,339,500,500,500,161,,,,624,624,624,624,672,1121,1621,1872,1200,751,1871,11040,11040,15780,14160,4740,4740,,,,5140,11340,18040,28960,40440,34240,37420,26500,9880,9880,6940,7140,7140,9480,10860,31440
TC780XA-P2-A2,,,NTG6 VCM3.1 w/ Micron memory,EA,T186,CH,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.6,455.2,682.8,910.4,682.8,580.2,477.6,375,375,250,125,40.25,40.25,40.25,40.25,,,228,456,684,912,924,936,948,960,3220,5480,7740,10000,10000,7500,5000,2500,,2605,5210,7815,10420,15299,20178,25057,29936,29936,24187,18438,12689,6940,12345,17750,23155,28560
TC780XA-P2-A2,,,NTG6 VCM3.1 w/ Micron memory,EA,T186,CH,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,390,585,780,585,515,445,375,375,250,125,40.25,40.25,40.25,40.25,,,228,456,684,912,924,936,948,960,3220,5480,7740,10000,10000,7500,5000,2500,,2605,5210,7815,10420,16349,22278,28207,34136,34136,27337,20538,13739,6940,12345,17750,23155,28560
TC780XA-P2-A2,,,NTG6 VCM3.1 w/ Micron memory,EA,T186,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1277,1277,1277,1277,1277,1277,1474,1311,1311,1082,,500,500,500,500,161,,,,,,1125,1845,1842,2395,3098,2988,2031,1269,525,1620,12046,12046,11986,6117,6792,2052,2052,4861,3620,8720,13320,13140,23900,34180,30800,26500,13388,16504,8783,17579,15080,15093,15103,34596
TC780XA-P2-A2,,,NTG6 VCM3.1 w/ Micron memory,EA,T186,CH,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1400,1277,1277,1277,1277,1277,1277,1138,975,975,746,,500,500,500,500,161,,,,,,624,960,672,912,1872,1872,1200,751,251,1620,10940,10940,10880,4200,4740,,,3620,3620,8720,13320,13140,23900,34180,30800,26500,9880,9880,,6920,7140,9480,10860,31440
TC780XA-P2-A2,,,NTG6 VCM3.1 w/ Micron memory,EA,T186,CH,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU102-300A-K1-A1,,,RTX2080 Ti - OC,DT,U102,CH,Raw Demand,Demand,,80,1700,49771,56808,65901,60418,77598,76710,84942,95065,102069,105465,80649,110934,95304,99191,85370,75003,65145,78365,75795,92482,82121,76463,102209,101768,92484,102722,73172,54342,56783,30710,43305,47975,53092,42932,41305,42055,37560,27108,23214,18776,22252,15436,13485,16229,19608,17608,12909,10156,10046,11146,15095,16205,12410,13800,11952,40612,49638,49248,49774,64826,51350,44739,40249,18204,27235,48027,49221,58395,48518,51905,62153,65815,66951,69651,78011,82398,61098,37516,55335,51858,58798,57414,31910,53522,57742,66044,82214,72347,82397,61810,68025,52625,52725,61975,52306,56750,40785,26580,18476,22777,21559,15956,16236,17550,25862,22178,22295,18001,16001,15262,9680
TU102-300A-K1-A1,,,RTX2080 Ti - OC,DT,U102,CH,Raw Forecast,BUF,,,,12025,24050,36075,42875,46080.75,49286.5,52492.25,55262.25,56969.5,58676.75,60384,67752,60781.5,62427.25,64073,65718.75,67055,64542.5,62030,54332.5,57038.75,54977.5,52916.25,56040,56040,51467.5,47444.5,43421.5,39398.5,35398.5,36974,38549.5,40125,38947.5,33608.4,28269.3,22930.2,24893.6,24720.2,23810.55,22900.9,21991.25,22041.25,22378.75,22716.25,23053.75,21105.55,19374.5,17643.45,15912.4,15680.8,16605.1,15309.9,14014.7,12719.5,11150,21156.5,31163,41169.5,39094.5,33982,28869.5,23757,30076,25832,28586.5,31341,34095.5,33145.5,30609.25,28073,29985.75,36500.75,37603.5,38706.25,35360,35360,37895,40430,42965,45500,43557.5,41615,39672.5,37730,34758.3,31786.6,28814.9,25843.2,25843.2,31613.65,37384.1,43154.55,48925,42393.75,35862.5,29331.25,22800,20420,18040,15660,13280,13280,12971,12662,12353,12044,9883,7722,5561,3400
TU102-300A-K1-A1,,,RTX2080 Ti - OC,DT,U102,CH,Raw Forecast,JFF,,,,1875,3750,5625,10375,17640.75,24906.5,32172.25,38632.25,43496.5,48360.75,53225,56020,48302.5,38972.5,29642.5,20312.5,26212.5,34325,42437.5,50016.25,61784.95,72953.65,84122.35,95824.8,95824.8,74081.1,57337.4,40593.7,23850,30200,31550,32900,34250,32447.5,32061.2,31674.9,31288.6,32704.8,26728.6,25802.4,24876.2,23950,29650,29200,28750,28300,25852,26862,27872,28882,31240,28599.5,26839.5,25079.5,23319.5,26200,28325,30450,32575,31365,27590.4,23815.8,20041.2,17601.6,23151.2,28050.8,32950.4,37850,43175,49375,55575,58050,53675,49074.999,44474.999,43599.999,43599.999,40399.999,37200,34000,30800,27275,23750,20225,16700,15905.4,15110.8,14316.2,13521.6,13521.6,18841.2,24160.8,29480.4,34800,26925,19050,11175,3300,4935,6570,8204.999,9839.999,9839.999,9204.999,8570,7935,7300,6325,5350,4375,3400
TU102-300A-K1-A1,,,RTX2080 Ti - OC,DT,U102,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28605,27615,26619,62606,61225,47274,50730,54535,39790,41784,48494,44370,56620,54745,47928,52518,55642,59454,69513,70219,75376,59700,41642,42824,59656,69982,61316,37299,41860,33824,37482,49806,42054,67329,87284,83622,85838,77134,68612,59921,59847,37378,23228,18100,18277,23810,23435,22559,17535,17952,20538,18594,18700,16001,15262,9680
TU102-300A-K1-A1,,,RTX2080 Ti - OC,DT,U102,CH,Raw Forecast,RollingDemand,1278,1278,8278,36256,37086,69898,99319,105251,112386,119839,121138,103174,107139,100151,100856,97522,112545,118875,82265,84403,91125,93322,84149,90819,81619,94914,99790,89109,94967,69970,52977,41031,12725,18893,39163,43948,41070,35603,34513,33028,27250,19392,16947,18947,12895,15300,14629,13858,17058,12709,9156,6501,7401,8585,10185,12400,12500,8500,4822,8012,12148,53274,56726,42600,41300,37304,23849,25419,36519,40859,52709,52194,46100,48248,51105,54681,64240,66952,72776,57900,37836,36711,50618,57618,50574,29100,36300,31140,35782,48170,37913,59452,71435,68085,72925,68225,67875,59150,59243,36956,23006,18100,18277,23677,22000,21124,16100,16650,20538,18594,18700,16001,15262,9680
TU102-300A-K1-A1,,,RTX2080 Ti - OC,DT,U102,CH,Raw Forecast,ChannelInv,1187,1187,1187,1187,1187,1225,1225,1225,895,0,0,0,0,0,0,0,0,0,0,0,1301,11449,17269,28474,37437,50060,65351,82233,96861,116851,140613,148097,180189,207936,235913,259540,298526,339335,390001,438746,492571,555884,621387,688331,751190,816900,888021,956252,1021693,1096505,1167173,1239156,1315263,1375780,1444026,1504686,1567290,1619729,1682704,1741886,1801461,1852525,1901756,1951298,2000680,2041638,2092280,2135902,2178614,2220672,2273528,2331687,2383468,2438984,2484173,2527668,2573330,2621204,2673632,2731471,2779381,2824984,2879126,2934997,2991368,3040759,3090729,3144546,3203148,3255699,3312802,3376907,3439958,3500612,3556626,3604976,3656973,3711189,3767389,3824377,3879665,3932848,3989814,4034843,4081271,4119445,4149076,4176140,4203572,4227362,4248726,4270684,4286078,4286081
TU104-410-A1,,,RTX2070 Super,DT,U104,CH,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,425,530,1553,2379,31425,59350,96608,147906,146286,217001,201350,193530,199295,173655,196245,206065,208750,286113,250855,190015,191965,134627,60560,175415,184605,252175,304215,234387,277274,211474,179808,149881,124644,106896,106252,87852,87622,101660,101735,117740,98670,103135,136610,185446,184016,158166,142600,94901,93311,141512,177626,248152,273783,260142,238754,202057,188987,202525,209692,278773,309134,293822,298073,213691,223642,265394,226394,217981,190753,151148
TU104-410-A1,,,RTX2070 Super,DT,U104,CH,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,7500,11250,14250,38874,63498,88122,113496,106097,97598,89099,80600,84375,117417.5,150460,183502.5,184907.5,159806,134704.5,109603,111264,118248,135982,153716,171450,173650,168970,164290,157888,136692,111626,86560,63216,63216,86468.25,109720.5,132972.75,156225,150725,145225,139725,134225,119252.75,104280.5,89308.25,74336,74336,92549.5,110763,128976.5,147190,147373.75,147557.5,147741.25,147925,162333.75,176742.5,191151.25,205560,205560,207948.5,210337,212725.5,215114,164386,113658,62930,12202
TU104-410-A1,,,RTX2070 Super,DT,U104,CH,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31250,73750,116250,158750,187500,210266,233032,255798,261064,239898,220007,200116,180225,182625,180817.5,179010,177202.5,180017.7,165282.2,150546.7,135811.2,115328,139046,159464,179881.999,200299.999,191749.999,185849.999,179949.999,157140.499,138540.5,120590.499,102640.499,101599.999,101599.999,108506.499,115413,122319.5,129226,133976,138726,143476,148226,138883.9,129541.8,120199.7,110857.6,110857.6,120225.7,129593.8,138961.899,148329.999,138303.999,128277.999,118251.999,108225.999,123641.499,139056.999,154472.499,169887.999,169887.999,175044.499,180201,185357.5,190514,143636,96758,49880,3002
TU104-410-A1,,,RTX2070 Super,DT,U104,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214569,176987,283215,286990,281338,226256,248442,208625,177370,201576,221658,225462,271984,206324,236302,202475,164005,156837,123654,105718,96404,93104,91584,130367,182800,216709,173965,150772,169045,149702,147823,130798,120985,103477,121716,127861,138252,200986,164363,175249,149163,120418,190269,197801,213631,287712,319629,311273,272581,217075,191192,247191,253752,251881,195753,151148
TU104-410-A1,,,RTX2070 Super,DT,U104,CH,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,10,790,3083,17157,71530,95266,97236,140750,148825,153545,92035,99795,69140,191435,213090,217845,179865,192615,138847,117980,126230,153715,173385,212655,165830,211509,184609,148559,142724,108153,91484,87002,86102,71772,97730,132555,147780,102416,79625,102410,93505,105456,96356,98356,84080,87849,89121,92567,154694,135283,155542,133934,104508,171217,182325,201375,281411,295134,287202,247963,192221,189532,245531,253169,251881,195753,151148
TU104-410-A1,,,RTX2070 Super,DT,U104,CH,Raw Forecast,ChannelInv,,,,,,,,,,3,3,3,3,3,3,3,156,156,156,156,156,156,156,156,156,156,156,899,1687,1787,2164,2164,2180,2180,2180,2202,2205,2208,2212,2212,2212,2214,2214,2214,2214,2373,2375,2379,2382,2420,2425,2683,16958,43188,53727,71659,95449,137949,179705,242923,312506,379903,481112,587438,736447,875081,1042576,1210529,1371094,1529737,1700739,1895948,2078171,2294986,2479925,2682987,2892642,3126749,3384360,3654598,3901093,4137111,4367866,4617931,4848670,5043270,5211923,5372741,5554819,5726824,5896837,6083856,6257643,6438871,6593086,6742214,6901196,7084649,7275750,7448990,7598668,7733021,7870045,7978253,8095664,8231234,8354170,8469239,8574249,8665536,8749800,8835577,8929445,8929483
TU106-410-A1,,,RTX2060 Super,DT,U106,CH,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,425,530,1625,3550,44290,89935,136321,210319,204110,202372,191630,153767,148969,122061,131621,111662,114452,132314,129030,97904,102145,83063,52310,82158,70219,71021,94614,93008,111408,121218,127221,112566,96381,87002,80789,53979,55985,48928,60212,76623,89709,101571,113521,143115,121385,115075,106810,88375,79875,115389,131712,130258,191180,148831,175716,190988,182006,173335,225540,248927,290832,270362,309065,350283,382899,397199,383728,385393,388713,390013
TU106-410-A1,,,RTX2060 Super,DT,U106,CH,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,10000,15000,19000,51108,83216,115324,148432,138449,121841,105233,88625,81925,84750,87575,90400,87195,75919,64643,53367,48196,60492,64643,68794,72945,66817.5,66523.25,66229,78852.5,66515,56489.25,46463.5,23520,23520,41161.5,58803,76444.5,94086,90649.5,87213,83776.5,80340,74599.8,68859.6,63119.4,57379.2,57379.2,69284.4,81189.6,93094.8,105000,104435,103870,103305,102740,106913.8,111087.6,115261.4,119435.2,119435.2,167412.65,215390.1,263367.55,311345,251953.75,192562.5,133171.25,73780
TU106-410-A1,,,RTX2060 Super,DT,U106,CH,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33750,67500,101250,137250,154160,171070,187980,202640,177855,153570,129285,105000,105675,99725,93775,87825,82315,75135.2,67955.4,60775.599,52980.799,73705.599,83160.399,92615.199,102069.999,90442.499,90110.999,89779.499,88816.999,77494.5,66145.999,54797.499,44079.999,44079.999,49956.499,55832.999,61709.499,67585.999,71524.499,75462.999,79401.499,83339.999,80133.799,76927.6,73721.4,70515.2,70515.2,68261.4,66007.6,63753.8,61500,67415,73330,79244.999,85159.999,86046.799,86933.599,87820.399,88707.199,88707.199,93404.399,98101.6,102798.8,107496,83854.5,60213,36571.5,12930
TU106-410-A1,,,RTX2060 Super,DT,U106,CH,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143270,117933,114471,144099,126962,110860,112098,99179,72381,93002,114883,132570,165437,142223,152539,137176,120387,120480,97971,81827,68686,74276,70852,73395,107287,134669,106488,115135,107793,85002,78906,92598,94498,84826,108471,125065,131756,137068,124689,94938,89264,108599,118583,115759,91271,162528,189507,281863,273940,302657,377674,376404,363393,377448,371838,390013
TU106-410-A1,,,RTX2060 Super,DT,U106,CH,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,10,845,9155,21670,100800,139186,137936,155920,128712,108180,78064,75755,59367,67898,111469,96614,83644,86152,72335,56097,56008,58793,57160,69850,59606,79451,84474,84195,94427,80748,62613,53139,63129,55536,53318,76838,93238,64681,76776,77871,63810,66600,80230,80305,65325,71425,85349,87769,95060,98670,76196,77003,97806,110438,109949,86911,162148,174022,266458,258635,287485,377674,376404,363393,377448,371838,390013
TU106-410-A1,,,RTX2060 Super,DT,U106,CH,Raw Forecast,ChannelInv,,,,,,,,,,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,636,1164,1357,1467,1467,1468,1469,1469,1515,1515,1515,1517,1517,1524,1524,1524,1524,1545,1744,1744,1744,1744,1854,1855,2109,10611,55445,91959,143986,211276,311403,417977,548778,681736,822853,981682,1151968,1330417,1499173,1688205,1878866,2061803,2239734,2408881,2587820,2753385,2925911,3085113,3253023,3404001,3560266,3732213,3887386,4025025,4148166,4271920,4419000,4546803,4665200,4769345,4863387,4986038,5108881,5239967,5384533,5521503,5688537,5839969,5992211,6142439,6296295,6442468,6592570,6734918,6851542,7000554,7109717,7239021,7366103,7479983,7586858,7679094,7777904,7875577,7955902,8033946,8033987
TU116-300-A1,,,GTX1660,DT,U116,CH,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,80,80,,650,310,1345,3745,1195,69189,165168,277618,382075,413911,404997,315767,238410,229160,213345,215725,188905,230365,237340,199180,221820,147599,155059,161114,142604,190850,264959,273115,315500,313020,231355,223665,204510,201815,244430,288905,429128,594279,511019,529554,455771,216710,437230,538960,550760,647690,498892,442036,444921,429489,413342,372378,344170,454912,385137,351500,375081,147487,201176,238292,275038,399918,499038,523057,561950,541770,452455,363245,489270,500595,489655,555605,476220,564545,597345,671034,628988,641241,671913,688205,602114,741266,1028877,1277278,1563228,1381876,1425680,1486136,1537936
TU116-300-A1,,,GTX1660,DT,U116,CH,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48792.5,97585,146377.5,186952.5,195245,203537.5,211830,199987,168108,136229,104350,100824,120868,142589.5,164311,186032.5,189282.5,192055,194827.5,197600,195200,199773,204346,208919,217092,202194,189588.5,176983,164377.5,158902.5,156872.5,154842.5,152812.5,142812.5,199237.8,255663.1,312088.4,384251.2,334430.9,342665.6,350900.3,359135,392492.5,350575.5,308658.5,296787.5,281851.5,284135,286418.5,258656,258656,274908.75,291161.5,307414.25,323667,310899.5,298132,285364.5,272597,303005.95,333414.9,363823.85,394232.8,394232.8,414388.35,434543.9,454699.45,474855,463239.75,451624.5,440009.25,428394,421907.5,415421,408934.5,402448,402448,549775.25,697102.5,844429.75,991757,849449.75,707142.5,564835.25,422528
